threshold,signal_yield,background_yield,signal_events,background_events,signal_efficiency,background_efficiency,signal_over_background,signal_over_sqrt_background,signal_neff,background_neff,asimov_z_bkg_syst_0pct,asimov_z_bkg_syst_1pct,asimov_z_bkg_syst_5pct,asimov_z_bkg_syst_10pct
0.0007335114338998134,212.60854999999992,192544466.66666657,184877,378776,0.9999945910275966,0.9661543955413281,1.1042049334404833e-06,0.015321991052132474,184876.9999999999,378775.99999999936,0.015321988235091179,0.00012835104125162998,0.0001065019340372397,0.00015449381657066592
0.000735746514326065,212.60854999999992,192513966.66666657,184877,378716,0.9999945910275966,0.9660013518856253,1.1043798726984138e-06,0.015323204736072486,184876.9999999999,378715.9999999994,0.015323201914777505,0.00017457653277232522,0.0,0.000198464099567455
0.0007516164502724476,212.60854999999992,192314191.66666657,184877,378323,0.9999945910275966,0.9649989159407721,1.1055270968692164e-06,0.015331161503652407,184876.9999999999,378322.99999999936,0.015331158681507443,0.0,0.00017961323121424276,8.786526440829607e-05
0.0007561916850007467,212.6073999999999,192251666.66666657,184876,378200,0.999989182055193,0.9646851764465814,1.1058806598989172e-06,0.015333571397798782,184875.99999999985,378199.99999999936,0.015333568572872183,0.0,0.0002439243757554148,0.00018940411930358167
0.0007668928831178242,212.6073999999999,192114924.9999999,184876,377931,0.999989182055193,0.9639990307235139,1.1066677927287535e-06,0.015339027416228158,184875.99999999985,377930.9999999994,0.015339024586773577,0.00020150321683085079,0.0,0.0
0.0007791130297156112,212.6073999999999,191958358.33333322,184876,377623,0.999989182055193,0.9632134066242395,1.1075704222829927e-06,0.015345281613528277,184875.99999999985,377622.9999999993,0.01534527878304774,0.00011106373189191515,2.2623029259787725e-05,0.0
0.0007827553846137836,212.6073999999999,191916166.66666657,184876,377540,0.999989182055193,0.9630016962338507,1.1078139152772434e-06,0.015346968306832295,184875.99999999985,377539.9999999993,0.01534696547195405,0.0,0.00019263308441731837,0.00017388941891646785
0.0007979539203933703,212.6073999999999,191716391.66666657,184876,377147,0.999989182055193,0.9619992602889974,1.1089682950514534e-06,0.01535496225633011,184875.99999999985,377146.99999999936,0.01535495941620177,0.00027129305486060074,0.0,0.0
0.0008019861508127299,212.6062499999999,191666066.66666657,184875,377048,0.9999837730827896,0.9617467382570878,1.109253472445653e-06,0.015356894903467578,184874.99999999985,377047.99999999936,0.015356892062921242,0.0,0.00016923990324323477,0.0002221974848795717
0.000813777511739595,212.6062499999999,191517124.9999999,184875,376755,0.9999837730827896,0.9609993750717393,1.1101161319124857e-06,0.015362865223337045,184874.99999999985,376754.9999999994,0.015362862381218327,0.0,9.858869043030128e-05,0.0002112049098510689
